2023-11-06 14:32:06.817 +03:00 [INF] Hisse senetleri alınıyor bu işlem 1dk-3dk arası sürebilmektedir...
2023-11-06 14:32:08.561 +03:00 [INF] MEMSA Kodlu Hissenin Detayını Çekerken Hata: 'Y' is an invalid start of a value. Path: $ | LineNumber: 0 | BytePositionInLine: 0.
2023-11-06 14:32:09.146 +03:00 [INF] Tüm veriler çekildi. İşlem Başarılı.
2023-11-06 14:32:10.988 +03:00 [INF] PUT isteği başarılı. İşlem başarıyla tamamlandı.
2023-11-06 14:33:22.662 +03:00 [INF] Start installing Hangfire SQL objects...
2023-11-06 14:33:22.811 +03:00 [INF] Hangfire SQL objects installed.
2023-11-06 14:33:22.837 +03:00 [INF] Starting Hangfire Server using job storage: 'SQL Server: (localdb)\MSSQLLocalDB@StockMarketDbHangFire'
2023-11-06 14:33:22.838 +03:00 [INF] Using the following options for SQL Server job storage: Queue poll interval: 00:00:00.
2023-11-06 14:33:22.839 +03:00 [INF] Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:15
    Schedule polling interval: 00:00:15
2023-11-06 14:33:22.999 +03:00 [INF] Server bahadir-aksakal:19668:9acef7f1 successfully announced in 128,1227 ms
2023-11-06 14:33:23.024 +03:00 [INF] Server bahadir-aksakal:19668:9acef7f1 is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, CountersAggregator, SqlServerHeartbeatProcess, Worker, DelayedJobScheduler, RecurringJobScheduler...
2023-11-06 14:33:23.242 +03:00 [INF] Server bahadir-aksakal:19668:9acef7f1 all the dispatchers started
2023-11-06 14:33:23.255 +03:00 [INF] Hangfire arka plan işlemleri başlatıldı. Çıkmak için ENTER'a basın.
2023-11-06 14:33:23.509 +03:00 [INF] GetStocksService 0. kere çalışıyor
2023-11-06 14:33:23.790 +03:00 [ERR] HangFireApp.BackGroundJobs:SendMailWhenPricesChanged: A second operation was started on this context instance before a previous operation completed. This is usually caused by different threads concurrently using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
2023-11-06 14:33:24.232 +03:00 [INF] ExportPdfService-StockBuyAndSaleActivityToPdf: 1-BuyAndSaleDetailInfoByDate.pdf saved to BuyAndSaleDetailDateExportedPdf directory.
2023-11-06 14:33:25.050 +03:00 [INF] ExportExcelService-ExportToExcel: 1-BuyAndSaleDetailInfoByDate8fc31585-1db1-4d60-b3b7-5769f900cdbd.xlsx dosyası D:\Masaüstü\Bahadır Aksakal\Dersler 4.sınıf -1- Güz - İmep\.NET Projelerim\StocksMarket\HangFireApp\bin\Debug\net7.0\BuyAndSaleDetailDateExportedExcel klasörüne kayıt edildi.
2023-11-06 14:33:25.092 +03:00 [INF] SmtpClient oluşturuldu
2023-11-06 14:33:25.096 +03:00 [INF] MailMessage oluşturuldu
2023-11-06 14:33:26.641 +03:00 [INF] E-posta admin@gmail.com adresine başarıyla gönderildi.
2023-11-06 14:33:26.658 +03:00 [INF] ExportPdfService-StockBuyAndSaleActivityToPdf: 2-BuyAndSaleDetailInfoByDate.pdf saved to BuyAndSaleDetailDateExportedPdf directory.
2023-11-06 14:33:26.672 +03:00 [INF] ExportExcelService-ExportToExcel: 2-BuyAndSaleDetailInfoByDate67572a21-8ca7-4ea2-b0eb-c8b9569e61fa.xlsx dosyası D:\Masaüstü\Bahadır Aksakal\Dersler 4.sınıf -1- Güz - İmep\.NET Projelerim\StocksMarket\HangFireApp\bin\Debug\net7.0\BuyAndSaleDetailDateExportedExcel klasörüne kayıt edildi.
2023-11-06 14:33:26.681 +03:00 [INF] SmtpClient oluşturuldu
2023-11-06 14:33:26.682 +03:00 [INF] MailMessage oluşturuldu
2023-11-06 14:33:27.935 +03:00 [INF] E-posta deneme2stockmarketappmse@nqmo.com adresine başarıyla gönderildi.
2023-11-06 14:33:27.946 +03:00 [INF] ExportPdfService-StockBuyAndSaleActivityToPdf: 3-BuyAndSaleDetailInfoByDate.pdf saved to BuyAndSaleDetailDateExportedPdf directory.
2023-11-06 14:33:27.959 +03:00 [INF] ExportExcelService-ExportToExcel: 3-BuyAndSaleDetailInfoByDate9e2c5e1a-b5c0-4961-b3cb-baa3a1b32076.xlsx dosyası D:\Masaüstü\Bahadır Aksakal\Dersler 4.sınıf -1- Güz - İmep\.NET Projelerim\StocksMarket\HangFireApp\bin\Debug\net7.0\BuyAndSaleDetailDateExportedExcel klasörüne kayıt edildi.
2023-11-06 14:33:27.966 +03:00 [INF] SmtpClient oluşturuldu
2023-11-06 14:33:27.967 +03:00 [INF] MailMessage oluşturuldu
2023-11-06 14:33:29.257 +03:00 [INF] E-posta deneme3@gmail.com adresine başarıyla gönderildi.
2023-11-06 14:33:29.262 +03:00 [WRN] ExportPdfService-StockBuyAndSaleActivityReportExportToPdf: alınıp satılan hiç hisse yok.
2023-11-06 14:33:29.330 +03:00 [ERR] HangFireApp.BackGroundJobs:SendMailMonthlyReport: ForEach içinde hata: ExportPdfService-StockBuyAndSaleActivityReportExportToPdf: alınıp satılan hiç hisse yok.
2023-11-06 14:33:29.336 +03:00 [WRN] ExportPdfService-StockBuyAndSaleActivityReportExportToPdf: alınıp satılan hiç hisse yok.
2023-11-06 14:33:29.386 +03:00 [ERR] HangFireApp.BackGroundJobs:SendMailMonthlyReport: ForEach içinde hata: ExportPdfService-StockBuyAndSaleActivityReportExportToPdf: alınıp satılan hiç hisse yok.
2023-11-06 14:33:29.388 +03:00 [INF] BackGroundJobSendMailMonthlyReport tamamlandı
2023-11-06 14:34:08.468 +03:00 [ERR] HangFireApp.BackGroundJobs:SendMailMonthlyReport: ForEach içinde hata: A second operation was started on this context instance before a previous operation completed. This is usually caused by different threads concurrently using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
2023-11-06 14:34:08.517 +03:00 [ERR] HangFireApp.BackGroundJobs:SendMailMonthlyReport: ForEach içinde hata: A second operation was started on this context instance before a previous operation completed. This is usually caused by different threads concurrently using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
2023-11-06 14:34:08.571 +03:00 [ERR] HangFireApp.BackGroundJobs:SendMailMonthlyReport: ForEach içinde hata: A second operation was started on this context instance before a previous operation completed. This is usually caused by different threads concurrently using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
2023-11-06 14:34:08.601 +03:00 [WRN] ExportPdfService-StockBuyAndSaleActivityReportExportToPdf: alınıp satılan hiç hisse yok.
2023-11-06 14:34:08.638 +03:00 [ERR] HangFireApp.BackGroundJobs:SendMailMonthlyReport: ForEach içinde hata: ExportPdfService-StockBuyAndSaleActivityReportExportToPdf: alınıp satılan hiç hisse yok.
2023-11-06 14:34:08.640 +03:00 [WRN] ExportPdfService-StockBuyAndSaleActivityReportExportToPdf: alınıp satılan hiç hisse yok.
2023-11-06 14:34:08.678 +03:00 [ERR] HangFireApp.BackGroundJobs:SendMailMonthlyReport: ForEach içinde hata: ExportPdfService-StockBuyAndSaleActivityReportExportToPdf: alınıp satılan hiç hisse yok.
2023-11-06 14:34:08.679 +03:00 [INF] BackGroundJobSendMailMonthlyReport tamamlandı
2023-11-06 14:34:08.700 +03:00 [INF] ACSEL Fiyat değişti
2023-11-06 14:34:08.701 +03:00 [INF] AKCNS Fiyat değişti
2023-11-06 14:34:08.701 +03:00 [INF] AKSA Fiyat değişti
2023-11-06 14:34:08.702 +03:00 [INF] AKSEN Fiyat değişti
2023-11-06 14:34:08.703 +03:00 [INF] AKYHO Fiyat değişti
2023-11-06 14:34:08.703 +03:00 [INF] ALARK Fiyat değişti
2023-11-06 14:34:08.704 +03:00 [INF] AEFES Fiyat değişti
2023-11-06 14:34:08.704 +03:00 [INF] ANHYT Fiyat değişti
2023-11-06 14:34:08.705 +03:00 [INF] ANSGR Fiyat değişti
2023-11-06 14:34:08.705 +03:00 [INF] ASTOR Fiyat değişti
2023-11-06 14:34:08.706 +03:00 [INF] ALCAR Fiyat değişti
2023-11-06 14:34:08.706 +03:00 [INF] ATATP Fiyat değişti
2023-11-06 14:34:08.707 +03:00 [INF] AYCES Fiyat değişti
2023-11-06 14:34:08.707 +03:00 [INF] ASELS Fiyat değişti
2023-11-06 14:34:08.708 +03:00 [INF] BIGCH Fiyat değişti
2023-11-06 14:34:08.708 +03:00 [INF] BFREN Fiyat değişti
2023-11-06 14:34:08.709 +03:00 [INF] BIENY Fiyat değişti
2023-11-06 14:34:08.709 +03:00 [INF] BIOEN Fiyat değişti
2023-11-06 14:34:08.710 +03:00 [INF] BJKAS Fiyat değişti
2023-11-06 14:34:08.710 +03:00 [INF] BOSSA Fiyat değişti
2023-11-06 14:34:08.711 +03:00 [INF] BRISA Fiyat değişti
2023-11-06 14:34:08.711 +03:00 [INF] BORLS Fiyat değişti
2023-11-06 14:34:08.712 +03:00 [INF] BRSAN Fiyat değişti
2023-11-06 14:34:08.712 +03:00 [INF] BURVA Fiyat değişti
2023-11-06 14:34:08.713 +03:00 [INF] BURCE Fiyat değişti
2023-11-06 14:34:08.714 +03:00 [INF] CELHA Fiyat değişti
2023-11-06 14:34:08.715 +03:00 [INF] CANTE Fiyat değişti
2023-11-06 14:34:08.716 +03:00 [INF] CEMTS Fiyat değişti
2023-11-06 14:34:08.716 +03:00 [INF] CCOLA Fiyat değişti
2023-11-06 14:34:08.717 +03:00 [INF] CEMAS Fiyat değişti
2023-11-06 14:34:08.718 +03:00 [INF] CEOEM Fiyat değişti
2023-11-06 14:34:08.718 +03:00 [INF] CRDFA Fiyat değişti
2023-11-06 14:34:08.719 +03:00 [INF] COSMO Fiyat değişti
2023-11-06 14:34:08.719 +03:00 [INF] CRFSA Fiyat değişti
2023-11-06 14:34:08.720 +03:00 [INF] DAGI Fiyat değişti
2023-11-06 14:34:08.720 +03:00 [INF] CMBTN Fiyat değişti
2023-11-06 14:34:08.721 +03:00 [INF] CLEBI Fiyat değişti
2023-11-06 14:34:08.721 +03:00 [INF] DERHL Fiyat değişti
2023-11-06 14:34:08.721 +03:00 [INF] DERIM Fiyat değişti
2023-11-06 14:34:08.722 +03:00 [INF] DEVA Fiyat değişti
2023-11-06 14:34:08.722 +03:00 [INF] DESPC Fiyat değişti
2023-11-06 14:34:08.723 +03:00 [INF] DESA Fiyat değişti
2023-11-06 14:34:08.723 +03:00 [INF] DGGYO Fiyat değişti
2023-11-06 14:34:08.724 +03:00 [INF] DIRIT Fiyat değişti
2023-11-06 14:34:08.724 +03:00 [INF] DNISI Fiyat değişti
2023-11-06 14:34:08.725 +03:00 [INF] DMSAS Fiyat değişti
2023-11-06 14:34:08.725 +03:00 [INF] DMRGD Fiyat değişti
2023-11-06 14:34:08.726 +03:00 [INF] DOAS Fiyat değişti
2023-11-06 14:34:08.726 +03:00 [INF] DOBUR Fiyat değişti
2023-11-06 14:34:08.727 +03:00 [INF] DOCO Fiyat değişti
2023-11-06 14:34:08.727 +03:00 [INF] DOFER Fiyat değişti
2023-11-06 14:34:08.727 +03:00 [INF] DOGUB Fiyat değişti
2023-11-06 14:34:08.728 +03:00 [INF] DOKTA Fiyat değişti
2023-11-06 14:34:08.728 +03:00 [INF] DOHOL Fiyat değişti
2023-11-06 14:34:08.729 +03:00 [INF] DURDO Fiyat değişti
2023-11-06 14:34:08.730 +03:00 [INF] DYOBY Fiyat değişti
2023-11-06 14:34:08.730 +03:00 [INF] DZGYO Fiyat değişti
2023-11-06 14:34:08.730 +03:00 [INF] EBEBK Fiyat değişti
2023-11-06 14:34:08.731 +03:00 [INF] ECILC Fiyat değişti
2023-11-06 14:34:08.731 +03:00 [INF] ECZYT Fiyat değişti
2023-11-06 14:34:08.732 +03:00 [INF] EDATA Fiyat değişti
2023-11-06 14:34:08.732 +03:00 [INF] EDIP Fiyat değişti
2023-11-06 14:34:08.733 +03:00 [INF] EGEEN Fiyat değişti
2023-11-06 14:34:08.733 +03:00 [INF] EGEPO Fiyat değişti
2023-11-06 14:34:08.734 +03:00 [INF] EGPRO Fiyat değişti
2023-11-06 14:34:08.734 +03:00 [INF] EGSER Fiyat değişti
2023-11-06 14:34:08.735 +03:00 [INF] DENGE Fiyat değişti
2023-11-06 14:34:08.735 +03:00 [INF] DITAS Fiyat değişti
2023-11-06 14:34:08.736 +03:00 [INF] EKIZ Fiyat değişti
2023-11-06 14:34:08.736 +03:00 [INF] ELITE Fiyat değişti
2023-11-06 14:34:08.737 +03:00 [INF] EKSUN Fiyat değişti
2023-11-06 14:34:08.737 +03:00 [INF] EMKEL Fiyat değişti
2023-11-06 14:34:08.737 +03:00 [INF] ENERY Fiyat değişti
2023-11-06 14:34:08.738 +03:00 [INF] ENKAI Fiyat değişti
2023-11-06 14:34:08.738 +03:00 [INF] ENJSA Fiyat değişti
2023-11-06 14:34:08.739 +03:00 [INF] ERBOS Fiyat değişti
2023-11-06 14:34:08.739 +03:00 [INF] EPLAS Fiyat değişti
2023-11-06 14:34:08.740 +03:00 [INF] ERSU Fiyat değişti
2023-11-06 14:34:08.740 +03:00 [INF] ESCOM Fiyat değişti
2023-11-06 14:34:08.741 +03:00 [INF] ESEN Fiyat değişti
2023-11-06 14:34:08.741 +03:00 [INF] ETYAT Fiyat değişti
2023-11-06 14:34:08.742 +03:00 [INF] EUPWR Fiyat değişti
2023-11-06 14:34:08.742 +03:00 [INF] FENER Fiyat değişti
2023-11-06 14:34:08.742 +03:00 [INF] FLAP Fiyat değişti
2023-11-06 14:34:08.743 +03:00 [INF] FORMT Fiyat değişti
2023-11-06 14:34:08.743 +03:00 [INF] FRIGO Fiyat değişti
2023-11-06 14:34:08.744 +03:00 [INF] FMIZP Fiyat değişti
2023-11-06 14:34:08.745 +03:00 [INF] GIPTA Fiyat değişti
2023-11-06 14:34:08.745 +03:00 [INF] FROTO Fiyat değişti
2023-11-06 14:34:08.746 +03:00 [INF] GRNYO Fiyat değişti
2023-11-06 14:34:08.746 +03:00 [INF] GUBRF Fiyat değişti
2023-11-06 14:34:08.747 +03:00 [INF] HATSN Fiyat değişti
2023-11-06 14:34:08.747 +03:00 [INF] HEKTS Fiyat değişti
2023-11-06 14:34:08.747 +03:00 [INF] ICBCT Fiyat değişti
2023-11-06 14:34:08.748 +03:00 [INF] FADE Fiyat değişti
2023-11-06 14:34:08.748 +03:00 [INF] IHYAY Fiyat değişti
2023-11-06 14:34:08.749 +03:00 [INF] INVEO Fiyat değişti
